Ejercicio,Situacion_n,DistanciaInicioRiiesgo,DCPA_yds,Situacion,VelNudos,VelNudosContacto,Responsables,Contacto,AccionContacto,TCPA,Situacion_evaluacion,Responsable_evaluacion
140,1,4427.36,1556.79,Vuelta_encontrada,10.05,5.04,Ambos,Pesquero,N/C,8.141891134849793,Vuelta_encontrada,Ambos
140,2,1231.8,557.77,Cruce_er,16.28,1.43,Barco,Velero,N/C,1.9837152736869463,Cruce_er,Barco
140,3,1275.26,1207.91,Cruce_br_br,12.73,8.5,Niguno,Velero,N/C,0.5851243532300867,Cruce_br_br,Niguno
140,4,1037.32,335.06,Alcanzando,17.58,8.28,Barco,Motor,N/C,3.110933806910637,Alcanzando,Barco
140,5,6943.88,692.14,Cruce_er,19.58,14.68,Barco,Pesquero,N/C,7.28607698242407,Cruce_er,Barco
140,6,9499.57,1936.78,Alcanzando,8.95,4.44,Barco,Velero,N/C,60.98615550383494,Alcanzando,Barco
140,7,6710.52,1839.22,Cruce_er_er,12.44,6.9,Niguno,Motor,N/C,9.911936205789782,Cruce_er_er,Niguno
140,8,1213.71,1033.81,Vuelta_encontrada,15.65,0.0,Ambos,Velero,N/C,1.2037942138477384,Vuelta_encontrada,Ambos
140,9,785.79,542.92,Cruce_er,15.74,7.8,Barco,Velero,N/C,0.8806268457565889,Cruce_er,Barco
140,10,1629.61,646.43,Alcanzando,10.26,1.53,Barco,Motor,N/C,5.078872565582109,Alcanzando,Barco
140,11,1436.55,300.27,Cruce_br_br,15.45,2.56,Niguno,Pesquero,N/C,2.31314259639322,Cruce_br_br,Niguno
140,12,9140.48,1375.69,Alcanzando,11.94,8.2,Barco,Pesquero,N/C,71.15377430947903,Alcanzando,Barco
140,13,244.61,82.84,Cruce_br_br,19.4,11.89,Niguno,Pesquero,N/C,0.2190288326888955,Cruce_br_br,Niguno
140,14,1730.18,838.39,Cruce_br_br,17.32,29.26,Niguno,Motor,N/C,0.973032587109784,Cruce_br_br,Niguno
140,15,9865.39,430.07,Vuelta_encontrada,13.3,12.51,Ambos,Motor,N/C,11.31798908307761,Vuelta_encontrada,Ambos
140,16,639.5,408.95,Cruce_br_br,11.12,6.35,Niguno,Motor,N/C,0.8593549315487355,Cruce_br_br,Niguno
140,17,1191.52,60.65,Alcanzando,8.21,1.74,Barco,Velero,N/C,5.445629500366291,Alcanzando,Barco
140,18,5653.66,70.55,Vuelta_encontrada,13.55,10.42,Ambos,Pesquero,N/C,6.987466404441891,Vuelta_encontrada,Ambos
