Ejercicio,Situacion_n,DistanciaInicioRiiesgo,DCPA_yds,Situacion,VelNudos,VelNudosContacto,Responsables,Contacto,AccionContacto,TCPA,Situacion_evaluacion,Responsable_evaluacion
109,1,266.96,88.08,Alcanzado,1.0,4.58,Contacto,Pesquero,No,2.08442869120842,Alcanzado si no accion cto,Contacto que no toma accion
109,2,1943.7,451.98,Cruce_er_er,11.04,9.59,Niguno,Pesquero,N/C,2.7314033643242266,Cruce_er_er,Niguno
109,3,4657.85,430.31,Cruce_br,16.32,2.71,Contacto,Velero,No,8.150102072245511,Cruce_br si no accion cto,Contacto que no toma accion
109,4,5418.96,644.8,Cruce_er,18.62,34.46,Barco,Motor,N/C,4.4327596548592885,Cruce_er,Barco
109,5,1918.27,225.83,Alcanzando,16.62,11.8,Barco,Motor,N/C,11.67206936065268,Alcanzando,Barco
109,6,6950.55,1792.63,Cruce_br_br,16.16,5.37,Niguno,Velero,N/C,9.250373320530192,Cruce_br_br,Niguno
109,7,3963.96,927.51,Cruce_er_er,16.15,9.86,Niguno,Velero,N/C,4.520044588000482,Cruce_er_er,Niguno
109,8,2826.41,802.62,Alcanzado,5.86,7.85,Contacto,Pesquero,No,40.20771025866715,Alcanzado si no accion cto,Contacto que no toma accion
109,9,576.68,408.05,Alcanzado,1.0,3.82,Contacto,Pesquero,No,4.275376273399018,Alcanzado si no accion cto,Contacto que no toma accion
109,10,6277.64,689.56,Alcanzado,1.0,3.97,Contacto,Pesquero,No,62.25917397228773,Alcanzado si no accion cto,Contacto que no toma accion
109,11,1837.61,1823.75,Cruce_br_br,12.33,3.28,Niguno,Velero,N/C,0.430089811258945,Cruce_br_br,Niguno
109,12,3336.11,1023.42,Alcanzando,13.5,6.77,Barco,Motor,N/C,13.887528129750535,Alcanzando,Barco
109,13,6247.47,750.78,Cruce_br_br,18.0,17.4,Niguno,Motor,N/C,5.330597920956908,Cruce_br_br,Niguno
109,14,223.04,176.9,Cruce_er_er,14.61,4.48,Niguno,Velero,N/C,0.2143336463679432,Cruce_er_er,Niguno
109,15,3655.72,1429.35,Alcanzado,4.28,7.76,Contacto,Pesquero,Si,28.470621951530724,Alcanzado,Contacto
109,16,4507.85,527.17,Alcanzado,1.0,10.73,Contacto,Pesquero,No,13.627143644567356,Alcanzado si no accion cto,Contacto que no toma accion
109,17,1789.54,1629.77,Cruce_er_er,15.09,3.96,Niguno,Pesquero,N/C,1.150814839864589,Cruce_er_er,Niguno
