Ejercicio,Situacion_n,DistanciaInicioRiiesgo,DCPA_yds,Situacion,VelNudos,VelNudosContacto,Responsables,Contacto,AccionContacto,TCPA,Situacion_evaluacion,Responsable_evaluacion
115,1,685.43,446.75,Alcanzado,1.0,0.87,Contacto,Pesquero,Si,106.1622967448063,Alcanzado,Contacto
115,2,524.37,318.68,Cruce_br_br,17.52,3.66,Niguno,Pesquero,N/C,0.5894722903834647,Cruce_br_br,Niguno
115,3,710.83,625.98,Cruce_er,15.26,11.39,Barco,Motor,N/C,0.579140792704024,Cruce_er,Barco
115,4,5738.68,404.54,Cruce_er_er,10.12,3.28,Niguno,Velero,N/C,12.670951765207514,Cruce_er_er,Niguno
115,5,663.54,631.84,Cruce_br_br,10.33,14.37,Niguno,Pesquero,N/C,0.2449225441058617,Cruce_br_br,Niguno
115,6,306.75,276.9,Cruce_er_er,15.45,4.15,Niguno,Pesquero,N/C,0.2032404592567793,Cruce_er_er,Niguno
115,7,1850.89,470.0,Cruce_er,11.8,32.43,Barco,Motor,N/C,1.3948151131400746,Cruce_er,Barco
115,8,8938.82,1428.34,Cruce_er,18.3,2.13,Barco,Velero,N/C,14.351043689478423,Cruce_er,Barco
115,9,1456.23,55.07,Cruce_er_er,17.05,9.79,Niguno,Pesquero,N/C,1.6167445720093832,Cruce_er_er,Niguno
115,10,1350.43,1275.51,Cruce_br_br,13.91,0.83,Niguno,Motor,N/C,0.8975348718143825,Cruce_br_br,Niguno
115,11,342.45,146.91,Vuelta_encontrada,11.53,2.22,Ambos,Velero,N/C,0.6667506847310211,Vuelta_encontrada,Ambos
115,12,350.35,245.16,Cruce_er,13.14,3.09,Barco,Velero,N/C,0.5628958409468146,Cruce_er,Barco
115,13,2542.1,1300.06,Cruce_br,10.34,4.33,Contacto,Velero,No,5.249491510476428,Cruce_br si no accion cto,Contacto que no toma accion
115,14,9064.4,1960.76,Alcanzado,10.11,19.83,Contacto,Motor,Si,26.92839455405944,Alcanzado,Contacto
115,15,1928.64,1732.45,Alcanzado,19.46,20.52,Contacto,Motor,No,17.47234044757066,Alcanzado si no accion cto,Contacto que no toma accion
