Ejercicio,Situacion_n,DistanciaInicioRiiesgo,DCPA_yds,Situacion,VelNudos,VelNudosContacto,Responsables,Contacto,AccionContacto,TCPA,Situacion_evaluacion,Responsable_evaluacion,DificultadSituacion,DificultadEjercicio
60,1,2063.97,1329.96,Vuelta_encontrada,19.72,4.32,Ambos,Motor,N/C,1.945578421361685,Vuelta_encontrada,Ambos,MEDIA,ALTA
60,2,751.67,501.38,Cruce_br_br,11.07,9.13,Niguno,Pesquero,N/C,0.8226954320576896,Cruce_br_br,Niguno,MEDIA,ALTA
60,3,5535.03,646.59,Cruce_er_er,10.95,3.43,Niguno,Pesquero,N/C,11.36802312731573,Cruce_er_er,Niguno,MEDIA,ALTA
60,4,2088.42,1559.17,Cruce_er,19.59,14.56,Barco,Pesquero,N/C,1.5587925108294796,Cruce_er,Barco,MEDIA,ALTA
60,5,246.93,15.63,Cruce_br,13.66,0.25,Contacto,Velero,Si,0.53750218001975,Cruce_br,Contacto,ALTA,ALTA
60,6,1416.27,1257.19,Alcanzado,1.0,8.75,Contacto,Velero,Si,2.492084547710866,Alcanzado,Contacto,MEDIA,ALTA
60,7,850.89,120.92,Alcanzado,16.42,17.6,Contacto,Motor,No,16.519958485910568,Alcanzado si no accion cto,Contacto que no toma accion,ALTA,ALTA
60,8,7421.03,425.66,Cruce_er,13.76,11.2,Barco,Pesquero,N/C,14.027372139441306,Cruce_er,Barco,ALTA,ALTA
60,9,9666.49,433.0,Alcanzado,10.41,12.66,Contacto,Motor,Si,117.3032318632766,Alcanzado,Contacto,MEDIA,ALTA
60,10,1848.2,167.96,Alcanzando,17.73,10.95,Barco,Motor,N/C,8.034410493664787,Alcanzando,Barco,MEDIA,ALTA
60,11,5429.24,1245.81,Cruce_br_br,19.71,16.41,Niguno,Motor,N/C,4.395272038570958,Cruce_br_br,Niguno,MEDIA,ALTA
60,12,1617.59,1580.34,Alcanzado,1.0,6.16,Contacto,Pesquero,No,1.9805670103652624,Alcanzado si no accion cto,Contacto que no toma accion,MEDIA,ALTA
60,13,9382.0,1139.22,Cruce_er_er,17.26,12.56,Niguno,Motor,N/C,9.406571438500675,Cruce_er_er,Niguno,BAJA,ALTA
60,14,2070.64,718.64,Cruce_br_br,10.83,13.11,Niguno,Pesquero,N/C,2.424457829860726,Cruce_br_br,Niguno,MEDIA,ALTA
60,15,485.82,57.18,Cruce_br,15.64,14.02,Contacto,Motor,No,0.669661234943568,Cruce_br si no accion cto,Contacto que no toma accion,ALTA,ALTA
60,16,3461.38,311.3,Alcanzado,1.0,9.2,Contacto,Velero,No,12.45225249688018,Alcanzado si no accion cto,Contacto que no toma accion,ALTA,ALTA
60,17,1244.34,378.18,Vuelta_encontrada,15.14,4.23,Ambos,Pesquero,N/C,1.8130757815231493,Vuelta_encontrada,Ambos,ALTA,ALTA
