Ejercicio,Situacion_n,DistanciaInicioRiiesgo,DCPA_yds,Situacion,VelNudos,VelNudosContacto,Responsables,Contacto,AccionContacto,TCPA,Situacion_evaluacion,Responsable_evaluacion,DificultadSituacion,DificultadEjercicio
15,1,6974.78,906.73,Vuelta_encontrada,15.45,22.23,Ambos,Motor,N/C,5.44047569244295,Vuelta_encontrada,Ambos,MEDIA,ALTA
15,2,4945.25,434.05,Alcanzado,1.0,3.89,Contacto,Velero,No,50.52368988352734,Alcanzado si no accion cto,Contacto que no toma accion,ALTA,ALTA
15,3,4271.81,885.48,Alcanzado,1.0,5.95,Contacto,Velero,No,24.977635213449776,Alcanzado si no accion cto,Contacto que no toma accion,MEDIA,ALTA
15,4,941.8,928.84,Alcanzado,1.0,7.51,Contacto,Pesquero,Si,0.7088554512757067,Alcanzado,Contacto,MEDIA,ALTA
15,5,1902.62,1678.03,Cruce_er_er,17.95,0.89,Niguno,Motor,N/C,1.4127302844612717,Cruce_er_er,Niguno,MEDIA,ALTA
15,6,9197.25,1649.42,Alcanzado,16.32,17.81,Contacto,Motor,Si,136.39030932040487,Alcanzado,Contacto,BAJA,ALTA
15,7,1616.73,253.93,Vuelta_encontrada,19.89,29.42,Ambos,Motor,N/C,0.9603161081704084,Vuelta_encontrada,Ambos,ALTA,ALTA
15,8,735.94,141.41,Cruce_er,15.62,6.92,Barco,Pesquero,N/C,1.4076037324164192,Cruce_er,Barco,ALTA,ALTA
15,9,4209.6,180.88,Vuelta_encontrada,15.16,5.51,Ambos,Motor,N/C,6.03278493727593,Vuelta_encontrada,Ambos,MEDIA,ALTA
15,10,6326.42,1721.37,Alcanzando,24.87,14.95,Barco,Pesquero,N/C,18.050710246704384,Alcanzando,Barco,BAJA,ALTA
15,11,2120.46,378.93,Cruce_er,11.58,5.23,Barco,Velero,N/C,5.339130549509186,Cruce_er,Barco,ALTA,ALTA
15,12,1494.2,1419.89,Cruce_br,14.66,9.13,Contacto,Motor,Si,0.7460957253378491,Cruce_br,Contacto,BAJA,ALTA
15,13,591.12,382.57,Cruce_er,17.88,0.92,Barco,Velero,N/C,0.7390858240652362,Cruce_er,Barco,ALTA,ALTA
15,14,977.7,163.72,Cruce_br_br,19.07,0.94,Niguno,Motor,N/C,1.4317199937113572,Cruce_br_br,Niguno,ALTA,ALTA
