Ejercicio,Situacion_n,DistanciaInicioRiiesgo,DCPA_yds,Situacion,VelNudos,VelNudosContacto,Responsables,Contacto,AccionContacto,TCPA,Situacion_evaluacion,Responsable_evaluacion,DificultadSituacion,DificultadEjercicio
24,1,2651.82,1.0,Cruce_br,16.15,33.65,Contacto,Motor,Si,2.1269256449723004,Cruce_br,Contacto,ALTA,ALTA
24,2,9859.02,107.46,Cruce_er_er,17.33,1.76,Niguno,Velero,N/C,15.340982657165869,Cruce_er_er,Niguno,MEDIA,ALTA
24,3,828.33,421.9,Cruce_er_er,19.75,8.33,Niguno,Pesquero,N/C,0.7733513541850568,Cruce_er_er,Niguno,ALTA,ALTA
24,4,843.5,260.48,Cruce_br,17.36,8.47,Contacto,Motor,Si,1.2277429457894191,Cruce_br,Contacto,ALTA,ALTA
24,5,3532.27,20.14,Cruce_er_er,15.94,0.92,Niguno,Pesquero,N/C,6.220095981995373,Cruce_er_er,Niguno,ALTA,ALTA
24,6,5556.87,877.28,Alcanzando,14.87,9.93,Barco,Motor,N/C,32.87678138144367,Alcanzando,Barco,BAJA,ALTA
24,7,1729.35,1721.84,Cruce_br_br,12.55,6.81,Niguno,Pesquero,N/C,0.2532168078324326,Cruce_br_br,Niguno,MEDIA,ALTA
24,8,2895.11,720.22,Cruce_er_er,11.25,6.12,Niguno,Pesquero,N/C,4.791788204204631,Cruce_er_er,Niguno,ALTA,ALTA
24,9,1606.9,995.52,Vuelta_encontrada,17.87,10.04,Ambos,Pesquero,N/C,1.3391753440589422,Vuelta_encontrada,Ambos,ALTA,ALTA
24,10,3105.55,351.23,Cruce_er_er,12.23,7.79,Niguno,Motor,N/C,4.601023120566656,Cruce_er_er,Niguno,ALTA,ALTA
24,11,5739.51,1713.6,Cruce_er_er,18.24,6.98,Niguno,Pesquero,N/C,6.44542381107896,Cruce_er_er,Niguno,MEDIA,ALTA
24,12,3847.62,386.84,Cruce_er_er,19.3,0.52,Niguno,Velero,N/C,5.731391834856384,Cruce_er_er,Niguno,ALTA,ALTA
24,13,920.67,702.35,Alcanzado,1.0,5.86,Contacto,Pesquero,Si,3.627896291754348,Alcanzado,Contacto,MEDIA,ALTA
24,14,1554.33,1504.57,Cruce_er_er,13.48,13.56,Niguno,Pesquero,N/C,0.4308253619815252,Cruce_er_er,Niguno,MEDIA,ALTA
24,15,1443.72,1314.38,Alcanzando,13.35,6.4,Barco,Motor,N/C,2.543111886090832,Alcanzando,Barco,MEDIA,ALTA
24,16,3963.96,927.51,Cruce_er_er,16.15,9.86,Niguno,Velero,N/C,4.520044588000482,Cruce_er_er,Niguno,ALTA,ALTA
24,17,6934.04,286.2,Vuelta_encontrada,13.7,0.97,Ambos,Pesquero,N/C,13.99263868239196,Vuelta_encontrada,Ambos,MEDIA,ALTA
24,18,866.09,431.26,Cruce_er,10.09,7.24,Barco,Velero,N/C,1.8450325989659064,Cruce_er,Barco,ALTA,ALTA
