Ejercicio,Situacion_n,DistanciaInicioRiiesgo,DCPA_yds,Situacion,VelNudos,VelNudosContacto,Responsables,Contacto,AccionContacto,TCPA,Situacion_evaluacion,Responsable_evaluacion,DificultadSituacion,DificultadEjercicio
72,1,1026.89,957.67,Alcanzando,15.33,5.97,Barco,Velero,N/C,1.1717443226833508,Alcanzando,Barco,MEDIA,MEDIA
72,2,2856.87,805.75,Cruce_er,19.39,2.45,Barco,Velero,N/C,3.993601363315709,Cruce_er,Barco,ALTA,MEDIA
72,3,1032.46,378.36,Cruce_er_er,18.54,0.61,Niguno,Pesquero,N/C,1.4903394478888514,Cruce_er_er,Niguno,ALTA,MEDIA
72,4,6461.93,1029.84,Cruce_er,11.79,11.24,Barco,Motor,N/C,10.326462737460467,Cruce_er,Barco,BAJA,MEDIA
72,5,762.44,417.72,Alcanzado,7.04,9.17,Contacto,Pesquero,Si,8.813724754620115,Alcanzado,Contacto,MEDIA,MEDIA
72,6,4405.55,1942.17,Cruce_br_br,16.48,12.58,Niguno,Pesquero,N/C,4.10931001038426,Cruce_br_br,Niguno,MEDIA,MEDIA
72,7,4503.44,1109.33,Alcanzando,17.25,5.9,Barco,Velero,N/C,11.390964210922755,Alcanzando,Barco,BAJA,MEDIA
72,8,2434.32,1148.01,Cruce_br,19.93,5.8,Contacto,Pesquero,No,3.221559893930268,Cruce_br si no accion cto,Contacto que no toma accion,MEDIA,MEDIA
72,9,1735.74,1712.43,Cruce_er_er,10.51,1.48,Niguno,Pesquero,N/C,0.707016052668359,Cruce_er_er,Niguno,MEDIA,MEDIA
72,10,217.96,20.77,Cruce_br_br,18.26,14.01,Niguno,Pesquero,N/C,0.2008221261385051,Cruce_br_br,Niguno,ALTA,MEDIA
