Ejercicio,Situacion_n,DistanciaInicioRiiesgo,DCPA_yds,Situacion,VelNudos,VelNudosContacto,Responsables,Contacto,AccionContacto,TCPA,Situacion_evaluacion,Responsable_evaluacion,DificultadSituacion,DificultadEjercicio
88,1,335.25,291.3,Vuelta_encontrada,16.03,19.81,Ambos,Motor,N/C,0.1371950908287965,Vuelta_encontrada,Ambos,ALTA,ALTA
88,2,3252.83,1864.5,Alcanzando,13.4,4.45,Barco,Velero,N/C,8.830303698916838,Alcanzando,Barco,BAJA,ALTA
88,3,2895.3,1555.86,Cruce_br_br,18.47,1.54,Niguno,Pesquero,N/C,3.617567190863745,Cruce_br_br,Niguno,MEDIA,ALTA
88,4,9202.3,1065.46,Vuelta_encontrada,16.33,0.03,Ambos,Velero,N/C,16.555573436443765,Vuelta_encontrada,Ambos,BAJA,ALTA
88,5,3699.15,439.41,Cruce_br,14.04,9.3,Contacto,Pesquero,Si,6.540420015401301,Cruce_br,Contacto,MEDIA,ALTA
88,6,1612.24,394.85,Cruce_er_er,11.15,24.17,Niguno,Motor,N/C,1.340744363821769,Cruce_er_er,Niguno,ALTA,ALTA
88,7,2509.88,653.2,Cruce_er_er,12.01,8.67,Niguno,Velero,N/C,3.498735409377283,Cruce_er_er,Niguno,ALTA,ALTA
88,8,1489.83,464.94,Cruce_er_er,15.07,8.7,Niguno,Velero,N/C,1.7884815118335322,Cruce_er_er,Niguno,ALTA,ALTA
88,9,8788.51,1078.23,Cruce_er_er,14.34,11.49,Niguno,Motor,N/C,10.202692315879222,Cruce_er_er,Niguno,BAJA,ALTA
88,10,3266.36,1260.18,Vuelta_encontrada,19.13,1.08,Ambos,Pesquero,N/C,4.419300889707521,Vuelta_encontrada,Ambos,MEDIA,ALTA
88,11,2027.76,509.61,Vuelta_encontrada,10.07,6.16,Ambos,Motor,N/C,3.585356224639502,Vuelta_encontrada,Ambos,MEDIA,ALTA
88,12,2933.36,1251.73,Vuelta_encontrada,10.49,7.71,Ambos,Pesquero,N/C,4.3214829285153495,Vuelta_encontrada,Ambos,MEDIA,ALTA
88,13,989.81,989.71,Cruce_br_br,19.97,7.28,Niguno,Velero,N/C,0.015803318189532,Cruce_br_br,Niguno,MEDIA,ALTA
88,14,8220.67,263.5,Cruce_br,11.88,1.51,Contacto,Velero,Si,20.165148211186185,Cruce_br,Contacto,MEDIA,ALTA
88,15,6105.84,1461.32,Cruce_er_er,12.43,31.93,Niguno,Motor,N/C,4.04891966967768,Cruce_er_er,Niguno,MEDIA,ALTA
88,16,3906.77,1824.79,Vuelta_encontrada,14.95,9.35,Ambos,Pesquero,N/C,4.211785145345109,Vuelta_encontrada,Ambos,MEDIA,ALTA
88,17,650.72,548.5,Cruce_er_er,19.5,5.65,Niguno,Motor,N/C,0.4152748644353147,Cruce_er_er,Niguno,MEDIA,ALTA
88,18,610.99,497.35,Vuelta_encontrada,12.67,4.56,Ambos,Velero,N/C,0.6108202324007802,Vuelta_encontrada,Ambos,ALTA,ALTA
88,19,1350.31,874.96,Cruce_br,16.24,21.14,Contacto,Motor,Si,1.1549025259527173,Cruce_br,Contacto,MEDIA,ALTA
