Ejercicio,Situacion_n,DistanciaInicioRiiesgo,DCPA_yds,Situacion,VelNudos,VelNudosContacto,Responsables,Contacto,AccionContacto,TCPA,Situacion_evaluacion,Responsable_evaluacion,DificultadSituacion,DificultadEjercicio
47,1,931.87,62.18,Cruce_br_br,13.9,5.96,Niguno,Pesquero,N/C,1.4197889618634758,Cruce_br_br,Niguno,ALTA,ALTA
47,2,1026.89,957.67,Alcanzando,15.33,5.97,Barco,Velero,N/C,1.1717443226833508,Alcanzando,Barco,MEDIA,ALTA
47,3,398.89,126.4,Alcanzado,1.0,1.47,Contacto,Velero,Si,23.83972880206392,Alcanzado,Contacto,MEDIA,ALTA
47,4,2614.87,1457.33,Cruce_br_br,18.26,7.29,Niguno,Velero,N/C,2.575529499471047,Cruce_br_br,Niguno,MEDIA,ALTA
47,5,373.71,162.26,Vuelta_encontrada,18.05,9.52,Ambos,Pesquero,N/C,0.3618386717280875,Vuelta_encontrada,Ambos,ALTA,ALTA
47,6,3018.37,1039.21,Alcanzado,1.67,9.62,Contacto,Pesquero,Si,10.561942362725242,Alcanzado,Contacto,BAJA,ALTA
47,7,1051.6,445.96,Cruce_er,19.27,9.44,Barco,Velero,N/C,1.470677246858375,Cruce_er,Barco,ALTA,ALTA
47,8,1170.41,1133.03,Cruce_br_br,11.36,0.16,Niguno,Velero,N/C,0.7553034365547175,Cruce_br_br,Niguno,MEDIA,ALTA
47,9,3173.26,249.6,Cruce_br_br,16.36,14.69,Niguno,Pesquero,N/C,3.095435863797845,Cruce_br_br,Niguno,ALTA,ALTA
47,10,571.58,18.68,Cruce_er_er,16.51,29.86,Niguno,Motor,N/C,0.3741516667676389,Cruce_er_er,Niguno,ALTA,ALTA
47,11,730.24,381.34,Cruce_er_er,18.52,8.03,Niguno,Velero,N/C,0.6982845116593613,Cruce_er_er,Niguno,ALTA,ALTA
47,12,977.49,642.64,Alcanzado,2.01,9.05,Contacto,Pesquero,Si,3.0987358827302844,Alcanzado,Contacto,MEDIA,ALTA
47,13,9233.31,445.65,Cruce_br_br,16.46,13.09,Niguno,Motor,N/C,9.502943483700982,Cruce_br_br,Niguno,MEDIA,ALTA
47,14,1022.96,982.2,Cruce_er,16.63,2.66,Barco,Pesquero,N/C,0.5179494632906774,Cruce_er,Barco,ALTA,ALTA
47,15,1966.22,473.36,Cruce_er_er,11.79,13.32,Niguno,Pesquero,N/C,2.256426443770582,Cruce_er_er,Niguno,ALTA,ALTA
47,16,495.84,351.77,Alcanzando,11.83,2.52,Barco,Motor,N/C,1.1116995872380844,Alcanzando,Barco,ALTA,ALTA
47,17,9197.99,476.52,Vuelta_encontrada,16.6,25.53,Ambos,Motor,N/C,6.4610728668920006,Vuelta_encontrada,Ambos,MEDIA,ALTA
